"Procode","SpellStart","n"
"R1H",2021-01-17,286
"R1H",2021-01-18,578
"R1H",2021-01-19,632
"R1H",2021-01-20,598
"R1H",2021-01-21,630
"R1H",2021-01-22,633
"R1H",2021-01-23,304
"R1H",2021-01-24,280
"R1H",2021-01-25,622
"R1H",2021-01-26,611
"R1H",2021-01-27,605
"R1H",2021-01-28,605
"R1H",2021-01-29,633
"R1H",2021-01-30,319
"R1H",2021-01-31,259
"R1H",2021-02-01,686
"R1H",2021-02-02,670
"R1H",2021-02-03,671
"R1H",2021-02-04,693
"R1H",2021-02-05,681
"R1H",2021-02-06,341
"R1H",2021-02-07,279
"R1H",2021-02-08,621
"R1H",2021-02-09,709
"R1H",2021-02-10,687
"R1H",2021-02-11,657
"R1H",2021-02-12,703
"R1H",2021-02-13,362
"R1H",2021-02-14,290
"R1H",2021-02-15,659
"R1H",2021-02-16,729
"R1H",2021-02-17,745
"R1K",2020-06-11,1
"R1K",2020-06-12,6
"R1K",2020-06-13,2
"R1K",2020-06-14,2
"R1K",2020-06-15,3
"R1K",2020-06-16,4
"R1K",2020-06-17,6
"R1K",2020-06-18,5
"R1K",2020-06-19,6
"R1K",2020-06-20,4
"R1K",2020-06-21,5
"R1K",2020-06-22,10
"R1K",2020-06-23,8
"R1K",2020-06-24,8
"R1K",2020-06-25,14
"R1K",2020-06-26,12
"R1K",2020-06-27,17
"R1K",2020-06-28,8
"R1K",2020-06-29,8
"R1K",2020-06-30,18
"R1K",2020-07-01,26
"R1K",2020-07-02,33
"R1K",2020-07-03,43
"R1K",2020-07-04,32
"R1K",2020-07-05,45
"R1K",2020-07-06,68
"R1K",2020-07-07,125
"R1K",2020-07-08,396
"R1K",2020-07-09,339
"R1K",2020-07-10,71
"R1K",2020-07-11,71
"R1K",2020-07-12,125
"R1K",2020-07-13,435
"R1K",2020-07-14,398
"R1K",2020-07-15,94
"R1K",2020-07-16,121
"R1K",2020-07-17,335
"R1K",2020-07-18,77
"R1K",2020-07-19,98
"R1K",2020-07-20,370
"R1K",2020-07-21,444
"R1K",2020-07-22,343
"R1K",2020-07-23,117
"R1K",2020-07-24,332
"R1K",2020-07-25,61
"R1K",2020-07-26,59
"R1K",2020-07-27,349
"R1K",2020-07-28,31
"R1K",2020-07-29,39
"R1K",2020-07-30,40
"R1K",2020-07-31,62
"R1K",2020-08-01,56
"R1K",2020-08-02,74
"R1K",2020-08-03,125
"R1K",2020-08-04,449
"R1K",2020-08-05,394
"R1K",2020-08-06,413
"R1K",2020-08-07,80
"R1K",2020-08-08,87
"R1K",2020-08-09,138
"R1K",2020-08-10,113
"R1K",2020-08-11,408
"R1K",2020-08-12,109
"R1K",2020-08-13,160
"R1K",2020-08-14,434
"R1K",2020-08-15,206
"R1K",2020-08-16,173
"R1K",2020-08-17,414
"R1K",2020-08-18,141
"R1K",2020-08-19,425
"R1K",2020-08-20,384
"R1K",2020-08-21,80
"R1K",2020-08-22,75
"R1K",2020-08-23,141
"R1K",2020-08-24,475
"R1K",2020-08-25,503
"R1K",2020-08-26,453
"R1K",2020-08-27,516
"R1K",2020-08-28,501
"R1K",2020-08-29,235
"R1K",2020-08-30,224
"R1K",2020-08-31,200
"R1K",2020-09-01,501
"R1K",2020-09-02,432
"R1K",2020-09-03,532
"R1K",2020-09-04,513
"R1K",2020-09-05,200
"R1K",2020-09-06,217
"R1K",2020-09-07,477
"R1K",2020-09-08,504
"R1K",2020-09-09,460
"R1K",2020-09-10,479
"R1K",2020-09-11,462
"R1K",2020-09-12,243
"R1K",2020-09-13,209
"R1K",2020-09-14,491
"R1K",2020-09-15,527
"R1K",2020-09-16,504
"R1K",2020-09-17,497
"R1K",2020-09-18,493
"R1K",2020-09-19,294
"R1K",2020-09-20,206
"R1K",2020-09-21,477
"R1K",2020-09-22,522
"R1K",2020-09-23,453
"R1K",2020-09-24,488
"R1K",2020-09-25,459
"R1K",2020-09-26,256
"R1K",2020-09-27,195
"R1K",2020-09-28,441
"R1K",2020-09-29,543
"R1K",2020-09-30,520
"R1K",2020-10-01,493
"R1K",2020-10-02,442
"R1K",2020-10-03,282
"R1K",2020-10-04,224
"R1K",2020-10-05,483
"R1K",2020-10-06,576
"R1K",2020-10-07,486
"R1K",2020-10-08,486
"R1K",2020-10-09,470
"R1K",2020-10-10,259
"R1K",2020-10-11,210
"R1K",2020-10-12,509
"R1K",2020-10-13,561
"R1K",2020-10-14,517
"R1K",2020-10-15,520
"R1K",2020-10-16,463
"R1K",2020-10-17,272
"R1K",2020-10-18,200
"R1K",2020-10-19,554
"R1K",2020-10-20,558
"R1K",2020-10-21,489
"R1K",2020-10-22,509
"R1K",2020-10-23,454
"R1K",2020-10-24,298
"R1K",2020-10-25,189
"R1K",2020-10-26,562
"R1K",2020-10-27,549
"R1K",2020-10-28,477
"R1K",2020-10-29,521
"R1K",2020-10-30,472
"R1K",2020-10-31,266
"R1K",2020-11-01,219
"R1K",2020-11-02,515
"R1K",2020-11-03,534
"R1K",2020-11-04,476
"R1K",2020-11-05,500
"R1K",2020-11-06,493
"R1K",2020-11-07,274
"R1K",2020-11-08,199
"R1K",2020-11-09,527
"R1K",2020-11-10,616
"R1K",2020-11-11,477
"R1K",2020-11-12,533
"R1K",2020-11-13,486
"R1K",2020-11-14,268
"R1K",2020-11-15,199
"R1K",2020-11-16,561
"R1K",2020-11-17,544
"R1K",2020-11-18,469
"R1K",2020-11-19,506
"R1K",2020-11-20,498
"R1K",2020-11-21,232
"R1K",2020-11-22,206
"R1K",2020-11-23,489
"R1K",2020-11-24,526
"R1K",2020-11-25,488
"R1K",2020-11-26,487
"R1K",2020-11-27,445
"R1K",2020-11-28,272
"R1K",2020-11-29,250
"R1K",2020-11-30,552
"R1K",2020-12-01,531
"R1K",2020-12-02,488
"R1K",2020-12-03,549
"R1K",2020-12-04,556
"R1K",2020-12-05,288
"R1K",2020-12-06,232
"R1K",2020-12-07,499
"R1K",2020-12-08,550
"R1K",2020-12-09,519
"R1K",2020-12-10,549
"R1K",2020-12-11,518
"R1K",2020-12-12,311
"R1K",2020-12-13,253
"R1K",2020-12-14,547
"R1K",2020-12-15,553
"R1K",2020-12-16,563
"R1K",2020-12-17,541
"R1K",2020-12-18,507
"R1K",2020-12-19,306
"R1K",2020-12-20,227
"R1K",2020-12-21,459
"R1K",2020-12-22,449
"R1K",2020-12-23,409
"R1K",2020-12-24,380
"R1K",2020-12-25,179
"R1K",2020-12-26,223
"R1K",2020-12-27,226
"R1K",2020-12-28,254
"R1K",2020-12-29,411
"R1K",2020-12-30,387
"R1K",2020-12-31,360
"R1K",2021-01-01,224
"R1K",2021-01-02,241
"R1K",2021-01-03,218
"R1K",2021-01-04,421
"R1K",2021-01-05,429
"R1K",2021-01-06,422
"R1K",2021-01-07,398
"R1K",2021-01-08,391
"R1K",2021-01-09,216
"R1K",2021-01-10,201
"R1K",2021-01-11,417
"R1K",2021-01-12,416
"R1K",2021-01-13,414
"R1K",2021-01-14,426
"R1K",2021-01-15,377
"R1K",2021-01-16,261
"R1K",2021-01-17,251
"R1K",2021-01-18,426
"R1K",2021-01-19,430
"R1K",2021-01-20,397
"R1K",2021-01-21,429
"R1K",2021-01-22,418
"R1K",2021-01-23,266
"R1K",2021-01-24,220
"R1K",2021-01-25,426
"R1K",2021-01-26,398
"R1K",2021-01-27,391
"R1K",2021-01-28,438
"R1K",2021-01-29,407
"R1K",2021-01-30,309
"R1K",2021-01-31,241
"R1K",2021-02-01,419
"R1K",2021-02-02,443
"R1K",2021-02-03,424
"R1K",2021-02-04,394
"R1K",2021-02-05,396
"R1K",2021-02-06,260
"R1K",2021-02-07,178
"R1K",2021-02-08,415
"R1K",2021-02-09,451
"R1K",2021-02-10,414
"R1K",2021-02-11,408
"R1K",2021-02-12,410
"R1K",2021-02-13,287
"R1K",2021-02-14,238
"R1K",2021-02-15,424
"R1K",2021-02-16,483
"R1K",2021-02-17,459
"R1L",2020-06-11,14
"R1L",2020-06-12,14
"R1L",2020-06-13,15
"R1L",2020-06-14,9
"R1L",2020-06-15,5
"R1L",2020-06-16,16
"R1L",2020-06-17,11
"R1L",2020-06-18,6
"R1L",2020-06-19,11
"R1L",2020-06-20,10
"R1L",2020-06-21,6
"R1L",2020-06-22,4
"R1L",2020-06-23,10
"R1L",2020-06-24,15
"R1L",2020-06-25,5
"R1L",2020-06-26,10
"R1L",2020-06-27,12
"R1L",2020-06-28,6
"R1L",2020-06-29,10
"R1L",2020-06-30,15
"R1L",2020-07-01,8
"R1L",2020-07-02,12
"R1L",2020-07-03,10
"R1L",2020-07-04,12
"R1L",2020-07-05,10
"R1L",2020-07-06,9
"R1L",2020-07-07,12
"R1L",2020-07-08,10
"R1L",2020-07-09,11
"R1L",2020-07-10,14
"R1L",2020-07-11,8
"R1L",2020-07-12,14
"R1L",2020-07-13,10
"R1L",2020-07-14,9
"R1L",2020-07-15,8
"R1L",2020-07-16,17
"R1L",2020-07-17,10
"R1L",2020-07-18,7
"R1L",2020-07-19,5
"R1L",2020-07-20,6
"R1L",2020-07-21,9
"R1L",2020-07-22,14
"R1L",2020-07-23,11
"R1L",2020-07-24,8
"R1L",2020-07-25,10
"R1L",2020-07-26,3
"R1L",2020-07-27,9
"R1L",2020-07-28,7
"R1L",2020-07-29,12
"R1L",2020-07-30,9
"R1L",2020-07-31,10
"R1L",2020-08-01,9
"R1L",2020-08-02,3
"R1L",2020-08-03,15
"R1L",2020-08-04,10
"R1L",2020-08-05,11
"R1L",2020-08-06,6
"R1L",2020-08-07,13
"R1L",2020-08-08,8
"R1L",2020-08-09,4
"R1L",2020-08-10,8
"R1L",2020-08-11,7
"R1L",2020-08-12,14
"R1L",2020-08-13,11
"R1L",2020-08-14,13
"R1L",2020-08-15,1
"R1L",2020-08-16,4
"R1L",2020-08-17,11
"R1L",2020-08-18,10
"R1L",2020-08-19,14
"R1L",2020-08-20,11
"R1L",2020-08-21,12
"R1L",2020-08-22,7
"R1L",2020-08-23,9
"R1L",2020-08-24,8
"R1L",2020-08-25,10
"R1L",2020-08-26,7
"R1L",2020-08-27,11
"R1L",2020-08-28,13
"R1L",2020-08-29,6
"R1L",2020-08-30,4
"R1L",2020-08-31,4
"R1L",2020-09-01,6
"R1L",2020-09-02,5
"R1L",2020-09-03,9
"R1L",2020-09-04,10
"R1L",2020-09-05,8
"R1L",2020-09-06,8
"R1L",2020-09-07,7
"R1L",2020-09-08,9
"R1L",2020-09-09,13
"R1L",2020-09-10,10
"R1L",2020-09-11,9
"R1L",2020-09-12,8
"R1L",2020-09-13,5
"R1L",2020-09-14,10
"R1L",2020-09-15,13
"R1L",2020-09-16,12
"R1L",2020-09-17,8
"R1L",2020-09-18,16
"R1L",2020-09-19,5
"R1L",2020-09-20,4
"R1L",2020-09-21,11
"R1L",2020-09-22,11
"R1L",2020-09-23,13
"R1L",2020-09-24,8
"R1L",2020-09-25,6
"R1L",2020-09-26,7
"R1L",2020-09-27,6
"R1L",2020-09-28,8
"R1L",2020-09-29,9
"R1L",2020-09-30,5
"R1L",2020-10-01,7
"R1L",2020-10-02,10
"R1L",2020-10-03,3
"R1L",2020-10-04,5
"R1L",2020-10-05,2
"R1L",2020-10-06,15
"R1L",2020-10-07,13
"R1L",2020-10-08,11
"R1L",2020-10-09,7
"R1L",2020-10-10,7
"R1L",2020-10-11,8
"R1L",2020-10-12,10
"R1L",2020-10-13,8
"R1L",2020-10-14,6
"R1L",2020-10-15,12
"R1L",2020-10-16,11
"R1L",2020-10-17,8
"R1L",2020-10-18,5
"R1L",2020-10-19,7
"R1L",2020-10-20,11
"R1L",2020-10-21,8
"R1L",2020-10-22,11
"R1L",2020-10-23,14
"R1L",2020-10-24,8
"R1L",2020-10-25,4
"R1L",2020-10-26,9
"R1L",2020-10-27,11
"R1L",2020-10-28,12
"R1L",2020-10-29,13
"R1L",2020-10-30,7
"R1L",2020-10-31,7
"R1L",2020-11-01,7
"R1L",2020-11-02,7
"R1L",2020-11-03,5
"R1L",2020-11-04,9
"R1L",2020-11-05,12
"R1L",2020-11-06,14
"R1L",2020-11-07,8
"R1L",2020-11-08,6
"R1L",2020-11-09,5
"R1L",2020-11-10,8
"R1L",2020-11-11,6
"R1L",2020-11-12,12
"R1L",2020-11-13,8
"R1L",2020-11-14,6
"R1L",2020-11-15,5
"R1L",2020-11-16,6
"R1L",2020-11-17,22
"R1L",2020-11-18,7
"R1L",2020-11-19,13
"R1L",2020-11-20,7
"R1L",2020-11-21,7
"R1L",2020-11-22,4
"R1L",2020-11-23,8
"R1L",2020-11-24,9
"R1L",2020-11-25,11
"R1L",2020-11-26,13
"R1L",2020-11-27,11
"R1L",2020-11-28,5
"R1L",2020-11-29,3
"R1L",2020-11-30,7
"R1L",2020-12-01,6
"R1L",2020-12-02,12
"R1L",2020-12-03,13
"R1L",2020-12-04,10
"R1L",2020-12-05,4
"R1L",2020-12-06,4
"R1L",2020-12-07,11
"R1L",2020-12-08,5
"R1L",2020-12-09,9
"R1L",2020-12-10,10
"R1L",2020-12-11,9
"R1L",2020-12-12,7
"R1L",2020-12-13,4
"R1L",2020-12-14,8
"R1L",2020-12-15,7
"R1L",2020-12-16,9
"R1L",2020-12-17,11
"R1L",2020-12-18,8
"R1L",2020-12-19,5
"R1L",2020-12-20,4
"R1L",2020-12-21,1
"R1L",2020-12-22,5
"R1L",2020-12-23,6
"R1L",2020-12-24,5
"R1L",2020-12-25,4
"R1L",2020-12-26,5
"R1L",2020-12-27,3
"R1L",2020-12-28,6
"R1L",2020-12-29,5
"R1L",2020-12-30,9
"R1L",2020-12-31,10
"R1L",2021-01-01,4
"R1L",2021-01-02,6
"R1L",2021-01-03,4
"R1L",2021-01-04,4
"R1L",2021-01-05,10
"R1L",2021-01-06,7
"R1L",2021-01-07,6
"R1L",2021-01-08,12
"R1L",2021-01-09,5
"R1L",2021-01-10,4
"R1L",2021-01-11,7
"R1L",2021-01-12,6
"R1L",2021-01-13,8
"R1L",2021-01-14,6
"R1L",2021-01-15,4
"R1L",2021-01-16,6
"R1L",2021-01-17,3
"R1L",2021-01-18,8
"R1L",2021-01-19,5
"R1L",2021-01-20,6
"R1L",2021-01-21,5
"R1L",2021-01-22,8
"R1L",2021-01-23,8
"R1L",2021-01-24,3
"R1L",2021-01-25,7
"R1L",2021-01-26,10
"R1L",2021-01-27,10
"R1L",2021-01-28,8
"R1L",2021-01-29,5
"R1L",2021-01-30,6
"R1L",2021-01-31,5
"R1L",2021-02-01,14
"R1L",2021-02-02,6
"R1L",2021-02-03,5
"R1L",2021-02-04,4
"R1L",2021-02-05,4
"R1L",2021-02-06,3
"R1L",2021-02-07,4
"R1L",2021-02-08,5
"R1L",2021-02-09,7
"R1L",2021-02-10,8
"R1L",2021-02-11,8
"R1L",2021-02-12,4
"R1L",2021-02-13,5
"R1L",2021-02-14,2
"R1L",2021-02-15,8
"R1L",2021-02-16,15
"R1L",2021-02-17,7
"RA2",2020-06-15,3
"RA2",2020-06-17,1
"RA2",2020-06-18,1
"RA2",2020-06-19,1
"RA2",2020-06-21,1
"RA2",2020-06-22,2
"RA2",2020-06-23,1
"RA2",2020-06-26,1
"RA2",2020-06-27,1
"RA2",2020-06-28,1
"RA2",2020-06-30,1
"RA2",2020-07-01,1
"RA2",2020-07-03,3
"RA2",2020-07-04,4
"RA2",2020-07-06,4
"RA2",2020-07-07,4
"RA2",2020-07-08,2
"RA2",2020-07-09,2
"RA2",2020-07-10,2
"RA2",2020-07-11,1
"RA2",2020-07-12,1
"RA2",2020-07-13,4
"RA2",2020-07-14,5
"RA2",2020-07-15,6
"RA2",2020-07-16,2
"RA2",2020-07-17,6
"RA2",2020-07-18,7
"RA2",2020-07-19,3
"RA2",2020-07-20,10
"RA2",2020-07-21,5
"RA2",2020-07-22,8
"RA2",2020-07-23,13
"RA2",2020-07-24,20
"RA2",2020-07-25,9
"RA2",2020-07-26,13
"RA2",2020-07-27,19
"RA2",2020-07-28,34
"RA2",2020-07-29,38
"RA2",2020-07-30,38
"RA2",2020-07-31,74
"RA2",2020-08-01,107
"RA2",2020-08-02,90
"RA2",2020-08-03,229
"RA2",2020-08-04,249
"RA2",2020-08-05,187
"RA2",2020-08-06,232
"RA2",2020-08-07,227
"RA2",2020-08-08,104
"RA2",2020-08-09,118
"RA2",2020-08-10,235
"RA2",2020-08-11,251
"RA2",2020-08-12,258
"RA2",2020-08-13,236
"RA2",2020-08-14,267
"RA2",2020-08-15,133
"RA2",2020-08-16,96
"RA2",2020-08-17,247
"RA2",2020-08-18,243
"RA2",2020-08-19,243
"RA2",2020-08-20,223
"RA2",2020-08-21,264
"RA2",2020-08-22,91
"RA2",2020-08-23,101
"RA2",2020-08-24,236
"RA2",2020-08-25,245
"RA2",2020-08-26,233
"RA2",2020-08-27,228
"RA2",2020-08-28,240
"RA2",2020-08-29,100
"RA2",2020-08-30,98
"RA2",2020-08-31,90
"RA2",2020-09-01,263
"RA2",2020-09-02,260
"RA2",2020-09-03,265
"RA2",2020-09-04,256
"RA2",2020-09-05,100
"RA2",2020-09-06,90
"RA2",2020-09-07,278
"RA2",2020-09-08,251
"RA2",2020-09-09,264
"RA2",2020-09-10,217
"RA2",2020-09-11,253
"RA2",2020-09-12,115
"RA2",2020-09-13,94
"RA2",2020-09-14,284
"RA2",2020-09-15,273
"RA2",2020-09-16,309
"RA2",2020-09-17,236
"RA2",2020-09-18,226
"RA2",2020-09-19,119
"RA2",2020-09-20,101
"RA2",2020-09-21,292
"RA2",2020-09-22,278
"RA2",2020-09-23,287
"RA2",2020-09-24,257
"RA2",2020-09-25,248
"RA2",2020-09-26,113
"RA2",2020-09-27,97
"RA2",2020-09-28,287
"RA2",2020-09-29,243
"RA2",2020-09-30,265
"RA2",2020-10-01,269
"RA2",2020-10-02,282
"RA2",2020-10-03,102
"RA2",2020-10-04,101
"RA2",2020-10-05,299
"RA2",2020-10-06,285
"RA2",2020-10-07,303
"RA2",2020-10-08,272
"RA2",2020-10-09,270
"RA2",2020-10-10,112
"RA2",2020-10-11,99
"RA2",2020-10-12,308
"RA2",2020-10-13,252
"RA2",2020-10-14,310
"RA2",2020-10-15,264
"RA2",2020-10-16,282
"RA2",2020-10-17,109
"RA2",2020-10-18,97
"RA2",2020-10-19,293
"RA2",2020-10-20,271
"RA2",2020-10-21,281
"RA2",2020-10-22,271
"RA2",2020-10-23,264
"RA2",2020-10-24,105
"RA2",2020-10-25,100
"RA2",2020-10-26,253
"RA2",2020-10-27,256
"RA2",2020-10-28,258
"RA2",2020-10-29,240
"RA2",2020-10-30,216
"RA2",2020-10-31,121
"RA2",2020-11-01,76
"RA2",2020-11-02,293
"RA2",2020-11-03,255
"RA2",2020-11-04,286
"RA2",2020-11-05,251
"RA2",2020-11-06,269
"RA2",2020-11-07,116
"RA2",2020-11-08,90
"RA2",2020-11-09,277
"RA2",2020-11-10,290
"RA2",2020-11-11,316
"RA2",2020-11-12,270
"RA2",2020-11-13,264
"RA2",2020-11-14,97
"RA2",2020-11-15,85
"RA2",2020-11-16,295
"RA2",2020-11-17,285
"RA2",2020-11-18,288
"RA2",2020-11-19,251
"RA2",2020-11-20,256
"RA2",2020-11-21,100
"RA2",2020-11-22,108
"RA2",2020-11-23,301
"RA2",2020-11-24,260
"RA2",2020-11-25,286
"RA2",2020-11-26,257
"RA2",2020-11-27,275
"RA2",2020-11-28,103
"RA2",2020-11-29,77
"RA2",2020-11-30,284
"RA2",2020-12-01,274
"RA2",2020-12-02,237
"RA2",2020-12-03,274
"RA2",2020-12-04,288
"RA2",2020-12-05,105
"RA2",2020-12-06,91
"RA2",2020-12-07,281
"RA2",2020-12-08,279
"RA2",2020-12-09,311
"RA2",2020-12-10,271
"RA2",2020-12-11,255
"RA2",2020-12-12,111
"RA2",2020-12-13,98
"RA2",2020-12-14,278
"RA2",2020-12-15,267
"RA2",2020-12-16,267
"RA2",2020-12-17,241
"RA2",2020-12-18,239
"RA2",2020-12-19,111
"RA2",2020-12-20,98
"RA2",2020-12-21,250
"RA2",2020-12-22,206
"RA2",2020-12-23,237
"RA2",2020-12-24,137
"RA2",2020-12-25,65
"RA2",2020-12-26,88
"RA2",2020-12-27,80
"RA2",2020-12-28,95
"RA2",2020-12-29,220
"RA2",2020-12-30,225
"RA2",2020-12-31,152
"RA2",2021-01-01,84
"RA2",2021-01-02,91
"RA2",2021-01-03,91
"RA2",2021-01-04,246
"RA2",2021-01-05,219
"RA2",2021-01-06,222
"RA2",2021-01-07,159
"RA2",2021-01-08,190
"RA2",2021-01-09,79
"RA2",2021-01-10,95
"RA2",2021-01-11,190
"RA2",2021-01-12,175
"RA2",2021-01-13,203
"RA2",2021-01-14,179
"RA2",2021-01-15,165
"RA2",2021-01-16,91
"RA2",2021-01-17,79
"RA2",2021-01-18,204
"RA2",2021-01-19,207
"RA2",2021-01-20,225
"RA2",2021-01-21,175
"RA2",2021-01-22,183
"RA2",2021-01-23,116
"RA2",2021-01-24,82
"RA2",2021-01-25,194
"RA2",2021-01-26,187
"RA2",2021-01-27,210
"RA2",2021-01-28,202
"RA2",2021-01-29,202
"RA2",2021-01-30,109
"RA2",2021-01-31,91
"RA2",2021-02-01,221
"RA2",2021-02-02,206
"RA2",2021-02-03,224
"RA2",2021-02-04,179
"RA2",2021-02-05,207
"RA2",2021-02-06,84
"RA2",2021-02-07,105
"RA2",2021-02-08,220
"RA2",2021-02-09,214
"RA2",2021-02-10,252
"RA2",2021-02-11,200
"RA2",2021-02-12,218
"RA2",2021-02-13,90
"RA2",2021-02-14,92
"RA2",2021-02-15,226
"RA2",2021-02-16,199
"RA2",2021-02-17,251
"RA3",2020-06-11,30
"RA3",2020-06-12,23
"RA3",2020-06-13,7
"RA3",2020-06-14,11
"RA3",2020-06-15,32
"RA3",2020-06-16,37
"RA3",2020-06-17,39
"RA3",2020-06-18,56
"RA3",2020-06-19,63
"RA3",2020-06-20,28
"RA3",2020-06-21,28
"RA3",2020-06-22,71
"RA3",2020-06-23,70
"RA3",2020-06-24,76
"RA3",2020-06-25,71
"RA3",2020-06-26,67
"RA3",2020-06-27,24
"RA3",2020-06-28,30
"RA3",2020-06-29,62
"RA3",2020-06-30,82
"RA3",2020-07-01,81
"RA3",2020-07-02,60
"RA3",2020-07-03,69
"RA3",2020-07-04,19
"RA3",2020-07-05,20
"RA3",2020-07-06,73
"RA3",2020-07-07,71
"RA3",2020-07-08,69
"RA3",2020-07-09,74
"RA3",2020-07-10,67
"RA3",2020-07-11,23
"RA3",2020-07-12,24
"RA3",2020-07-13,83
"RA3",2020-07-14,81
"RA3",2020-07-15,79
"RA3",2020-07-16,79
"RA3",2020-07-17,81
"RA3",2020-07-18,25
"RA3",2020-07-19,21
"RA3",2020-07-20,69
"RA3",2020-07-21,67
"RA3",2020-07-22,73
"RA3",2020-07-23,53
"RA3",2020-07-24,82
"RA3",2020-07-25,23
"RA3",2020-07-26,19
"RA3",2020-07-27,78
"RA3",2020-07-28,83
"RA3",2020-07-29,74
"RA3",2020-07-30,85
"RA3",2020-07-31,68
"RA3",2020-08-01,28
"RA3",2020-08-02,29
"RA3",2020-08-03,77
"RA3",2020-08-04,59
"RA3",2020-08-05,64
"RA3",2020-08-06,74
"RA3",2020-08-07,79
"RA3",2020-08-08,21
"RA3",2020-08-09,28
"RA3",2020-08-10,91
"RA3",2020-08-11,92
"RA3",2020-08-12,67
"RA3",2020-08-13,88
"RA3",2020-08-14,87
"RA3",2020-08-15,26
"RA3",2020-08-16,25
"RA3",2020-08-17,70
"RA3",2020-08-18,70
"RA3",2020-08-19,85
"RA3",2020-08-20,70
"RA3",2020-08-21,81
"RA3",2020-08-22,28
"RA3",2020-08-23,27
"RA3",2020-08-24,72
"RA3",2020-08-25,95
"RA3",2020-08-26,70
"RA3",2020-08-27,79
"RA3",2020-08-28,85
"RA3",2020-08-29,18
"RA3",2020-08-30,24
"RA3",2020-08-31,28
"RA3",2020-09-01,79
"RA3",2020-09-02,71
"RA3",2020-09-03,75
"RA3",2020-09-04,76
"RA3",2020-09-05,25
"RA3",2020-09-06,29
"RA3",2020-09-07,80
"RA3",2020-09-08,94
"RA3",2020-09-09,79
"RA3",2020-09-10,78
"RA3",2020-09-11,77
"RA3",2020-09-12,33
"RA3",2020-09-13,24
"RA3",2020-09-14,80
"RA3",2020-09-15,93
"RA3",2020-09-16,74
"RA3",2020-09-17,90
"RA3",2020-09-18,95
"RA3",2020-09-19,33
"RA3",2020-09-20,32
"RA3",2020-09-21,65
"RA3",2020-09-22,86
"RA3",2020-09-23,86
"RA3",2020-09-24,85
"RA3",2020-09-25,71
"RA3",2020-09-26,21
"RA3",2020-09-27,26
"RA3",2020-09-28,70
"RA3",2020-09-29,77
"RA3",2020-09-30,74
"RA3",2020-10-01,68
"RA3",2020-10-02,90
"RA3",2020-10-03,25
"RA3",2020-10-04,17
"RA3",2020-10-05,78
"RA3",2020-10-06,90
"RA3",2020-10-07,81
"RA3",2020-10-08,79
"RA3",2020-10-09,82
"RA3",2020-10-10,21
"RA3",2020-10-11,30
"RA3",2020-10-12,81
"RA3",2020-10-13,97
"RA3",2020-10-14,78
"RA3",2020-10-15,74
"RA3",2020-10-16,84
"RA3",2020-10-17,25
"RA3",2020-10-18,26
"RA3",2020-10-19,75
"RA3",2020-10-20,106
"RA3",2020-10-21,97
"RA3",2020-10-22,82
"RA3",2020-10-23,81
"RA3",2020-10-24,35
"RA3",2020-10-25,23
"RA3",2020-10-26,71
"RA3",2020-10-27,81
"RA3",2020-10-28,103
"RA3",2020-10-29,71
"RA3",2020-10-30,79
"RA3",2020-10-31,30
"RA3",2020-11-01,28
"RA3",2020-11-02,83
"RA3",2020-11-03,85
"RA3",2020-11-04,100
"RA3",2020-11-05,75
"RA3",2020-11-06,69
"RA3",2020-11-07,30
"RA3",2020-11-08,19
"RA3",2020-11-09,74
"RA3",2020-11-10,90
"RA3",2020-11-11,74
"RA3",2020-11-12,63
"RA3",2020-11-13,81
"RA3",2020-11-14,34
"RA3",2020-11-15,17
"RA3",2020-11-16,70
"RA3",2020-11-17,71
"RA3",2020-11-18,83
"RA3",2020-11-19,77
"RA3",2020-11-20,75
"RA3",2020-11-21,42
"RA3",2020-11-22,30
"RA3",2020-11-23,75
"RA3",2020-11-24,87
"RA3",2020-11-25,93
"RA3",2020-11-26,86
"RA3",2020-11-27,92
"RA3",2020-11-28,22
"RA3",2020-11-29,33
"RA3",2020-11-30,75
"RA3",2020-12-01,90
"RA3",2020-12-02,98
"RA3",2020-12-03,83
"RA3",2020-12-04,76
"RA3",2020-12-05,23
"RA3",2020-12-06,38
"RA3",2020-12-07,69
"RA3",2020-12-08,89
"RA3",2020-12-09,78
"RA3",2020-12-10,71
"RA3",2020-12-11,80
"RA3",2020-12-12,37
"RA3",2020-12-13,34
"RA3",2020-12-14,64
"RA3",2020-12-15,109
"RA3",2020-12-16,75
"RA3",2020-12-17,74
"RA3",2020-12-18,78
"RA3",2020-12-19,17
"RA3",2020-12-20,16
"RA3",2020-12-21,67
"RA3",2020-12-22,80
"RA3",2020-12-23,83
"RA3",2020-12-24,46
"RA3",2020-12-25,24
"RA3",2020-12-26,13
"RA3",2020-12-27,20
"RA3",2020-12-28,21
"RA3",2020-12-29,70
"RA3",2020-12-30,63
"RA3",2020-12-31,40
"RA3",2021-01-01,8
"RA3",2021-01-02,7
"RA3",2021-01-03,6
"RA3",2021-01-04,59
"RA3",2021-01-05,51
"RA3",2021-01-06,54
"RA3",2021-01-07,54
"RA3",2021-01-08,47
"RA3",2021-01-09,20
"RA3",2021-01-10,25
"RA3",2021-01-11,70
"RA3",2021-01-12,58
"RA3",2021-01-13,65
"RA3",2021-01-14,51
"RA3",2021-01-15,68
"RA3",2021-01-16,41
"RA3",2021-01-17,27
"RA3",2021-01-18,54
